Team Number,Team Name,Location,2026
694,StuyPulse,"New York, New York, USA",True
695,Bison Robotics,"Beachwood, Ohio, USA",True
696,Circuit Breakers,"La Crescenta, California, USA",True
697,Panda Robotics,"Los Angeles, CA, USA",False
698,Hamilton Microbots,"Chandler, Arizona, USA",True
699,,"Chatsworth, CA, USA",False
700,,"Los Angeles, CA, USA",False
701,RoboVikes,"Fairfield, California, USA",True
702,Bagel Bytes,"Culver City, California, USA",True
703,Team Phoenix,"Saginaw, Michigan, USA",False
704,Warriors,"Grand Prairie, Texas, USA",False
706,Cyberhawks,"Hartland, Wisconsin, USA",True
708,Hatters Robotics,"Horsham, Pennsylvania, USA",True
709,Femme Tech Fatale,"Bryn Mawr, Pennsylvania, USA",True
710,Panther Bot,"Fort Lauderdale, FL, USA",False
711,Robeson full force,"Brooklyn, NY, USA",False
713,Steel Raiders,"New York City, NY, USA",False
714,Panthera,"Newark, New Jersey, USA",True
715,,"NY, USA",False
716,Who'sCTEKS,"Falls Village, Connecticut, USA",True
731,,,False
743,Technobots,"Bronx, New York, USA",True
744,Shark Attack,"Fort Lauderdale, Florida, USA",True
746,Gearheads 746,"North York, Ontario, Canada",False
747,Flight Crew,"Middlesex, New Jersey, USA",False
748,Kingsville CavalGears,"Kingsville, Ontario, Canada",False
749,Ctrl V,"Corvallis, Oregon, USA",True
750,TechnoTide,"Picayune, MS, USA",False
751,barn2robotics,"Portola Valley, California, USA",True
752,Chargers,"Newark, New Jersey, USA",True
753,High Desert Droids,"Bend, Oregon, USA",True
754,FROSTBYTE,"Marinette, WI, USA",False
755,,"Washington, KS, USA",False
757,Crazy Train,"Newton, Kansas, USA",True
758,South-Kent Youth Robotics,"Blenheim, ON, Canada",False
759,Systemetric,"Cambridge, ENG, Kingdom",False
760,,,False
761,TechPUPS,"Carmel, Indiana, USA",True
762,Patriots,"Altamonte Springs, FL, USA",False
764,Scoopers,"Sturgis, SD, USA",False
765,Cobblers,"Rapid City, SD, USA",False
766,M-A Bears,"Atherton, California, USA",True
768,TechnoWarriors,"Baltimore, MD, USA",False
769,Eaglebotics,"Virginia Beach, VA, USA",False
770,,"Rapid City, SD, USA",False
771,SWAT,"Oakville, Ontario, Canada",True
772,Sabre Bytes Robotics ,"LaSalle, Ontario, Canada",True
773,Kingsville CavalGears,"Kingsville, Ontario, Canada",False
776,SATech Saints,"Tecumseh, ON, Canada",False
779,,"Cuyahoga Heights, OH, USA",False
780,TigerBots,"Bayamon, PR, USA",False
781,Kinetic Knights,"Kincardine, Ontario, Canada",True
782,Kilowatts,"Hartford, CT, USA",False
783,Mobotics,"Toronto, ON, Canada",False
800,The HazBots,"Redmond, OR, USA",False
801,Horsepower,"Merritt Island, Florida, USA",True
802,,"Sudbury, MA, USA",False
803,Lowcountry Castaways,"Berkeley County, SC, USA",False
804,MetalMorphosis/Mad Scientists,"Rock Hill, SC, USA",False
805,Igniters,"Salem, OR, USA",False
806,The Brooklyn Blacksmiths,"Brooklyn, New York, USA",True
807,Monster Mechanics,"Huntsville, AL, USA",False
808,Mechanical Mayhem,"Alliance, OH, USA",False
809,The TechnoWizards,"Manchester, CT, USA",False
810,The Mechanical Bulls,"Smithtown, New York, USA",True
811,Wild Cards,"Nashua, New Hampshire, USA",True
812,The Midnight Mechanics,"La Jolla, California, USA",True
814,Megaforce,"Napa, CA, USA",False
815,Advanced Power,"Allen Park, Michigan, USA",True
816,Anomaly,"Mount Holly, New Jersey, USA",True
818,The Steel Armadillos,"Warren, Michigan, USA",True
820,Team DeltaTech,"Toronto, ON, Canada",False
822,,"Detroit, MI, USA",False
824,SWAT Robotics,"Seattle, WA, USA",False
825,SWiVaGus Maximus,"Dublin, VA, USA",False
827,Robotics Eagle,"Fremont, CA, USA",False
829,The Digital Goats,"Indianapolis, Indiana, USA",True
830,The RatPack,"Ann Arbor, Michigan, USA",True
831,Ka Mikini Hui O Mililani,"Mililani, HI, USA",False
832,OSCAR,"Roswell, Georgia, USA",True
833,HPA Robotics,"Kamuela, HI, USA",False
834,SparTechs,"Center Valley, Pennsylvania, USA",True
835,The Sting,"Beverly Hills, Michigan, USA",False
836,The RoboBees,"Hollywood, Maryland, USA",True
837,Webbinators,"Oxford, NC, USA",False
839,Rosie Robotics,"Feeding Hills, Massachusetts, USA",True
840,Aragon Robotics Team,"San Mateo, California, USA",True
841,The BioMechs,"Richmond, California, USA",True
842,Falcon Robotics,"Phoenix, Arizona, USA",False
843,Wildcats,"Oakville, ON, Canada",False
845,Cutting Edge,"Pendleton, SC, USA",False
846,The Funky Monkeys,"San Jose, California, USA",True
847,PHRED,"Philomath, Oregon, USA",True
848,HuskyBots,"San Pedro, California, USA",False
849,Wolfpack,"Unionville, Ontario, Canada",False
850,,"La Canada, CA, USA",False
851,Froggers,"Torrance, CA, USA",False
852,ARC Robotics,"Danville, California, USA",True
853,Thunderstorms,"Phoenix, AZ, USA",False
854,Iron Bears,"Etobicoke, Ontario, Canada",True
857,Superior Roboworks,"Houghton, Michigan, USA",True
858,Demons Robotics,"Wyoming, Michigan, USA",True
859,BOING,"Morgantown, WV, USA",False
861,Gondobots,"Los Angeles, CA, USA",False
862,Lightning Robotics,"Canton, Michigan, USA",True
863,The Queens of Modnar,"Toronto, ON, Canada",False
865,WARP7,"Toronto, Ontario, Canada",True
866,The SmartTeens of the Turabo Valley,"Caguas, PR, USA",False
867,Absolute Value,"Arcadia, California, USA",True
868,TechHOUNDS,"Carmel, Indiana, USA",True
869,PowerCord,"Middlesex, New Jersey, USA",False
870,TEAM  R. I. C. E.  ,"Southold, New York, USA",True
871,Robotechs,"West Islip, New York, USA",True
872,Techno-Devils,"Columbus, OH, USA",False
873,,"Dickinson, ND, USA",False
874,Isis,"Alexander, ND, USA",False
875,Team FrostByte,"Hatton, ND, USA",False
876,Thunder Robotics,"Hatton-Northwood, North Dakota, USA",True
877,Pi Rho 'botics @ North Star,"Cando, North Dakota, USA",True
878,Metal Gear,"Rugby, ND, USA",False
879,,"New Town, ND, USA",False
880,Border Patrol,"Fairmount, ND, USA",False
881,,"Bismarck, ND, USA",False
883,Ironmen,"Cleveland, OH, USA",False
884,Mechanical Mules,"Malverne, New York, USA",True
885,Ro-bovines,"Randolph Center, Vermont, USA",False
886,Wildcats,"North York, Ontario, Canada",False
887,,"Goffstown, NH, USA",False
888,Robotiators,"Glenelg, Maryland, USA",True
889,The Cougars,"West Islip, NY, USA",False
891,Neverending Chaos,"Syracuse, NY, USA",False
892,Team ASCII,"Canal Winchester, OH, USA",False
894,The Power Chargers,"Flint, Michigan, USA",True
896,Blue Steel,"Newark, New Jersey, USA",False
897,Team 4,"Toronto, ON, Canada",False
898,Team Desert Storm,"Glendale, AZ, USA",False
899,Team 6,"Houston, TX, USA",False
900,The Zebracorns,"Durham, North Carolina, USA",True
901,Team 8,"Miami, FL, USA",False
902,Delphi Heritage RoboHawks,"Saginaw, MI, USA",False
903,RoboTroopers,"Detroit, MI, USA",False
904,D Cubed,"Grand Rapids, Michigan, USA",True
905,Platt Tech Panthers,"Milford, CT, USA",False
906,UMR,"Rolla, MO, USA",False
907,"East York Cybernetics ""The Cybernauts""","East York, Ontario, Canada",False
908,Botz of Prey,"North Charleston, SC, USA",False
909,Junkyard Crew,"Lawrence, KS, USA",False
910,The Foley Freeze,"Madison Heights, Michigan, USA",True
912,Iron Lyons,"Toronto, ON, Canada",False
913,Bendale Robotics,"Toronto, ON, Canada",False
914,NextGen,"Aurora, Ontario, Canada",False
915,,"Toronto, ON, Canada",False
917,,"Toronto, ON, Canada",False
918,,"Toronto, ON, Canada",False
919,PANTHERA TIGRIS,"Toronto, Ontario, Canada",True
920,,"Philadelphia, PA, USA",False
922,ULTIMATE: United Longhorn Team Inspiring Mental Attitude Towards Engineering,"Laredo, TX, USA",False
925,Code Red,"China Grove, NC, USA",False
926,The Capacitors,"Raleigh, NC, USA",False
927,,"Reston, VA, USA",False
928,Hounds of Steel,"Washington, DC, USA",False
930,Mukwonago BEARs,"Mukwonago, Wisconsin, USA",True
931,Perpetual Chaos,"Saint Louis, Missouri, USA",True
932,The Circuit Chargers,"Tulsa, Oklahoma, USA",False
933,Trigos,"Rockford, IL, USA",False
934,,"Lawrence, KS, USA",False
935,RaileRobotics,"Newton, Kansas, USA",True
936,Big Dogs,"Osborne, KS, USA",False
937,Nerd Herd,"Overland Park, Kansas, USA",True
938,Code Gold,"Richmond, Kansas, USA",False
939,Hiphopanonymous,"Sisseton, SD, USA",False
940,Digital Demolition,"Brookings, SD, USA",False
941,Arrow Robotics,"Watertown, SD, USA",False
942,Roboteers,"Woonsocket, SD, USA",False
943,Great Balls of Fire,"Volga, SD, USA",False
945,Team Banana,"Orlando, Florida, USA",False
946,Creepy Crafters,"Coral Springs, FL, USA",False
947,Hannibal Gear Gals,"Daytona Beach, FL, USA",False
948,NRG (Newport Robotics Group),"Bellevue, Washington, USA",True
949,Wolverine Robotics,"Bellevue, Washington, USA",True
950,,"Reno, NV, USA",False
953,Team Illuminati,"Reno, NV, USA",False
954,Scorpion Robotics,"Reno, NV, USA",False
955,Ctrl C,"Corvallis, Oregon, USA",True
956,Eagle Cybertechnology,"Adair Village, OR, USA",False
957,SWARM - South and West Albany Robotics Maniacs,"Albany, Oregon, USA",True
959,,"Palmer, AK, USA",False
960,Circuit Breakers,"Anchorage, AK, USA",False
961,Buckaroo Brutes,"Winnemucca, NV, USA",False
962,Thunderbots,"Bullhead City, AZ, USA",False
963,South Bulldogs Robotics,"Columbus, OH, USA",False
964,Bearcat Robotics,"Bedford, OH, USA",False
966,Heights Tigers,"Cleveland Heights, OH, USA",False
967,Iron Lions,"Marion, Iowa, USA",True
968,RAWC (Robotics Alliance Of West Covina),"West Covina, California, USA",True
969,Hollis Lightning,"Lebanon, TN, USA",False
970,The Cardinals,"East Cleveland, OH, USA",False
971,Spartan Robotics,"Mountain View, California, USA",True
972,Iron Claw,"Los Gatos, California, USA",True
973,Greybots,"Atascadero, California, USA",True
974,Nautae,"Los Angeles, CA, USA",False
975,Synergy Robotics,"Midlothian, VA, USA",False
976,Circuit Breakerz,"Nottoway, VA, USA",False
977,Cometbots,"South Boston, Virginia, USA",True
979,,"Dayton, OH, USA",False
980,ThunderBots,"Burbank, California, USA",True
981,Snobotics,"Lebec, California, USA",False
982,The Knights,"Sioux Falls, SD, USA",False
984,,"Wellesley, MA, USA",False
987,HIGHROLLERS,"Las Vegas, Nevada, USA",True
988,Steel Phoenix,"Las Vegas, Nevada, USA",True
989,Palo,"Las Vegas, NV, USA",False
990,The Deadly Viper Assassination Squad,"Las Vegas, NV, USA",False
991,BroncoBots,"Phoenix, Arizona, USA",True
992,Oakwood Robotics,"North Hollywood, CA, USA",False
995,Monkey Wrenchers,"Alhambra, California, USA",False
996,Mecha Knights,"Casa Grande, Arizona, USA",True
997,Spartan Robotics,"Corvallis, Oregon, USA",True
998,The Overcookers,"Soldotna, AK, USA",False
999,MechaRAMS,"Cheshire, Connecticut, USA",True
1000,Cybearcats,"Valparaiso, IN, USA",False
1001,Hacksaw,"Lyndhurst, OH, USA",False
1002,CircuitRunners Robotics,"Marietta, Georgia, USA",True
1005,Chaminade Robotics,"St. Louis, MO, USA",False
1006,Fast Eddie Robotics,"Port Perry, ON, Canada",False
1007,The Tyrants,"Snellville, GA, USA",False
1008,Team Lugnut,"Columbus, OH, USA",False
1009,Bolt Action,"North York, ON, Canada",False
1010,B.C. Hawks,"Ortonville, MI, USA",False
1011,CRUSH,"Tucson, Arizona, USA",True
1013,The Phoenix,"Queen Creek, AZ, USA",False
1014,Bad Robots,"Dublin, Ohio, USA",True
1015,Pi Hi Samurai,"Ann Arbor, MI, USA",False
1016,Evolution,"Darlington, SC, USA",False
1017,Home Advantage,"Flint, MI, USA",False
1018,Pike RoboDevils,"Indianapolis, Indiana, USA",True
1019,Sons Of The Beach,"Westhampton Beach, NY, USA",False
1020,The Prank Monkeys,"Muncie, IN, USA",False
1022,Archer GEeks,"Fort Wayne, IN, USA",False
1023,Bedford Express,"Temperance, Michigan, USA",True
1024,Kil-A-Bytes,"Indianapolis, Indiana, USA",True
1025,Impi Warriors,"Ferndale, Michigan, USA",True
1026,Cougars,"York, SC, USA",False
1027,Mechatronic Maniacs,"West Springfield, Massachusetts, USA",True
1028,UBERGEEKS,"Huntsville, AL, USA",False
1029,Wolverine Robotics,"Miami, FL, USA",False
1030,Combined Minds,"Groveport, OH, USA",False
1031,The Boilermakers,"San Francisco, CA, USA",False
1033,Team CLUTCH,"Richmond, Virginia, USA",False
1034,Eclipse,"Chicago, IL, USA",False
1035,T12,"Chicago, IL, USA",False
1036,Central Tech Robotics,"Toronto, ON, Canada",False
1037,The SCREAM Team,"Rochester Hills, MI, USA",False
1038,Lakota Robotics,"Liberty Township , Ohio, USA",True
1039,Chief Sealth Robotics,"Seattle, WA, USA",False
1040,Pythons,"Atlanta, GA, USA",False
1041,Impending Disaster,"Austell, GA, USA",False
1042,,"Chicago, IL, USA",False
1043,Batteries Not Included,"San Jose, CA, USA",False
1045,MSJ Robotics,"Fremont, CA, USA",False
1046,Aztechs,"Palm Desert, CA, USA",False
1047,Team Echoes,"Irvine, CA, USA",False
1048,Mustang Robotics,"Manville, NJ, USA",False
1049,Archangel Robotics,"Toronto, ON, Canada",False
1051,Technical Terminators,"Mullins, South Carolina, USA",True
1052,,"Pinole, CA, USA",False
1053,Gears of Glebe,"Ottawa, ON, Canada",False
1054,Knightmares,"Buckingham, VA, USA",False
1055,Frank's Garage,"Chicago, IL, USA",False
1056,Hot Rocks,"Hilo, Hawaii, USA",True
1057,The Blue Knights,"Sandersville, GA, USA",False
1058,PVC Pirates,"Londonderry, New Hampshire, USA",True
1059,,"Simsbury, CT, USA",False
1060,Dust Devils,"Mohave Valley, AZ, USA",False
1062,Storm Troopers,"Celebration, FL, USA",False
1063,Team MG,"Toronto, ON, Canada",False
1064,Wild Beast,"South Milwaukee, WI, USA",False
1065,The Moose,"Kissimmee, Florida, USA",False
1067,Junior Billikens,"Saint Louis, MO, USA",False
1068,The Ninjaneers,"Orlando, FL, USA",False
1069,Technobots,"Greer, SC, USA",False
1070,Royal Robotrons,"Woodland Hills, California, USA",False
1071,Team MAX,"Wolcott, Connecticut, USA",True
1072,Harker Robotics,"San Jose, California, USA",True
1073,The Force Team,"Hollis, New Hampshire, USA",True
1074,,,False
1075,Sprockets,"Whitby, Ontario, Canada",False
1076,PiHi Samurai,"Ann Arbor, Michigan, USA",True
1077,All Stars,"Miami, FL, USA",False
1079,Chaparral Robotic Eng And Tech Explorers Murrieta Amazing Grace Inventors Coalit,"Temecula, CA, USA",False
1080,Resurgence Robotics,"Henrico, Virginia, USA",False
1081,Tech Warriors,"Atlanta, GA, USA",False
1082,Railroaders,"Sparks, NV, USA",False
1083,Team Emoticons,"Orlando, FL, USA",False
1084,IronColts,"Sarnia, ON, Canada",False
1085,Aquatic Robotics,"Avon, Connecticut, USA",False
1086,Blue Cheese,"Glen Allen, Virginia, USA",True
1087,Titronics Digerati,"Salem, OR, USA",False
1088,Scarborough Warriors At The Top,"West Hill / Toronto, ON, Canada",False
1089,Team Mercury,"Hightstown, New Jersey, USA",True
1090,,"St Louis, MO, USA",False
1091,Oriole Assault,"Hartford, Wisconsin, USA",True
1092,The Rabid Rabbits,"Smyrna, GA, USA",False
1093,Cougars,"Richmond, VA, USA",False
1094,Channel Cats,"O Fallon, Missouri, USA",False
1095,Metal Minds,"Chatham, Virginia, USA",False
1096,ZULU,"Radford, VA, USA",False
1097,Site 3 Engineering,"Carmichael, CA, USA",False
1098,"Rockwood Robotics ""Rock-Bots""","Wildwood, MO, USA",False
1099,DiscoTechs,"Brookfield, Connecticut, USA",True
1100,Inverse Polarity,"Northborough/Southborough, Massachusetts, USA",True
1101,Mustangs,"Surrey, ND, USA",False
1102,M'Aiken Magic ,"Aiken, South Carolina, USA",True
1103,Frankenbots,"Delavan, WI, USA",False
1104,TechnoEagles,"Axtell, KS, USA",False
1105,The Prep,"Los Angeles, CA, USA",False
1106,patriots,"Mayville, ND, USA",False
1108,Panther Robotics,"Paola, Kansas, USA",True
1109,The RoboHawks,"Lively, ON, Canada",False
1110,Binary Bulldogs,"Palmdale, CA, USA",False
1111,Power Hawks Robotics,"Edgewater, Maryland, USA",True
1112,Huskies,"Toronto, ON, Canada",False
1113,Urban Assault,"Philadelphia, PA, USA",False
1114,Simbotics,"St Catharines, Ontario, Canada",True
1115,Deus Ex Machina,"Santa Monica, CA, USA",False
1116,,"La Puente, CA, USA",False
1118,NERDS INC.,"Knoxville, TN, USA",False
1119,Pup Cups,"Walpole, Massachusetts, USA",True
1120,Milpitas Xtreme Robotics,"Milpitas, CA, USA",False
1122,Railbots,"Cleveland, OH, USA",False
1123,AIM ⛟ Robotics,"Fairfax, Virginia, USA",False
1124,UberBots,"Avon, Connecticut, USA",False
1125,Broncos,"San Diego, CA, USA",False
1126,SPARX,"Webster, New York, USA",True
1127,Lotus Robotics,"Milton, Georgia, USA",False
1129,,"Montreal, QC, Canada",False
1130,Phantoms,"Albany, OR, USA",False
1131,Robo-Techs,"Hagerstown, MD, USA",False
1132,R.A.P.T.A.R. (Robotics Adventure Professionals of Tidewater and Richmond),"Ashland, VA, USA",False
1133,The Hug A Bots,"Reno, NV, USA",False
1135,Schmoebotics,"Cerritos, CA, USA",False
1136,Nutty Genius's,"Spring Valley, CA, USA",False
1137,Rocket Sauce,"Mathews, Virginia, USA",False
1138,Eagle Engineering,"Canoga Park, California, USA",True
1139,The Chamblee Gear Grinders,"Chamblee, GA, USA",False
1140,MAGNADON,"Holly, MI, USA",False
1141,TAS Megawatts,"Peterborough, ON, Canada",False
1142,SH Robo Uknighted,"Daytona Beach, FL, USA",False
1143,Cruzin' Comets,"Clarks Summit, Pennsylvania, USA",False
1144,COQUITRON,"San Lorenzo, Puerto Rico, USA",False
1146,Magic,"Labrador City, NL, Canada",False
1147,The Herdinators,"Elk Grove, CA, USA",False
1148,Harvard Westlake Robotics ,"Studio City, California, USA",True
1149,T. O. Robotics,"Thousand Oaks, CA, USA",False
1150,Storm System,"Camp Verde, AZ, USA",False
1151,The Hitchhikers,"San Pablo, CA, USA",False
1152,Blue Stars,"Hyde Park, MA, USA",False
1153,Timberwolves,"Walpole, Massachusetts, USA",True
1154,Harrisonburg High School Blue Streaks,"Harrisonburburg, VA, USA",False
1155,SciBorgs,"Bronx, New York, USA",True
1156,Under Control,"Novo Hamburgo, Rio Grande do Sul, Brazil",True
1157,Landsharks,"Boulder, Colorado, USA",False
1158,The Corps,"Collbran, CO, USA",False
1159,Ramona Rampage,"Alhambra, California, USA",True
1160,Titanium Robotics,"San Marino, California, USA",True
1161,Highland 1,"Brighton, MA, USA",False
1162,The Robotics Team,"Canutillo, TX, USA",False
1163,Trojan Horses,"Faulkton, SD, USA",False
1164,Project NEO,"Las Cruces, New Mexico, USA",True
1165,Team Paradise,"Phoenix, Arizona, USA",True
1166,Highlander Robotics,"Garden City, GA, USA",False
1167,Knightmares,"Savannah, GA, USA",False
1168,Malvern Robotics,"Malvern, Pennsylvania, USA",True
1169,Fairbanks Robarctics,"Fairbanks, AK, USA",False
1172,We Tek Too,"Richmond, VA, USA",False
1177,MECHA-JAGS,"Stone Mountain, GA, USA",False
1178,DURT  (De Smet United Robotics Team),"Saint Louis, Missouri, USA",True
1180,Atomsmashers,"Thunderbolt, GA, USA",False
1181,St Francis of Assisi Team 1,"Gilbert, AZ, USA",False
1182,Patriots,"Manchester, MO, USA",False
1183,the peasants,"Suwanee, GA, USA",False
1184,Cobra Robotics,"Bel Air, MD, USA",False
1185,The X-Bots,"Pittsburgh, PA, USA",False
1187,Brick City Flame,"Newark, NJ, USA",False
1188,The Ravens,"Royal Oak, Michigan, USA",True
1189,Gearheads,"Grosse Pointe, Michigan, USA",True
1190,ANONOBOTS,"Aurora, CO, USA",False
1191,Eagles,"Pittsburgh, PA, USA",False
1192,,"Land O Lakes, WI, USA",False
1195,S.O.A.R. (Students of Applied Robotics),"Springdale, Maryland, USA",False
1197,TorBots,"Torrance, California, USA",True
1199,,"Pittsburgh, PA, USA",False
1200,,"New Stanton, PA, USA",False
1201,CSI:Monroe,"Aberdeen, MS, USA",False
1202,Ranger Robotics,"Sidman, PA, USA",False
1203,PANDEMONIUM,"West Babylon, NY, USA",False
1204,Eagles,"Lakewood, OH, USA",False
1205,Badgerbots,"Bruni, TX, USA",False
1206,Wrench Warriors,"Fairview Park, OH, USA",False
